date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2026-07-26,12.18,2.79,450,"1996-07-19 2025-08-02",85.1,8.79,450,"1996-07-19 2025-08-02",24.88,4.17,450,"1996-07-19 2025-08-02",28.19,8.74,450,"1996-07-19 2025-08-02",6.5,3.56,450,"1996-07-19 2025-08-02",38.5,13.46,450,"1996-07-19 2025-08-02",11.02,2.7,450,"1996-07-19 2025-08-02",2.35,3.15,450,"1996-07-19 2025-08-02",1.52,4.25,450,"1996-07-19 2025-08-02",1.49,4.22,446,"1996-07-19 2025-08-02",0,0,446,"1996-07-19 2025-08-02",0,0,246,"1996-07-19 2019-07-24",,,,
2026-07-25,12.24,2.84,450,"1996-07-18 2025-08-01",85.22,8.83,450,"1996-07-18 2025-08-01",24.85,4.2,450,"1996-07-18 2025-08-01",28.22,8.64,450,"1996-07-18 2025-08-01",6.54,3.51,450,"1996-07-18 2025-08-01",38.65,13.52,450,"1996-07-18 2025-08-01",11.02,2.64,450,"1996-07-18 2025-08-01",2.37,3.17,450,"1996-07-18 2025-08-01",1.46,4.02,450,"1996-07-18 2025-08-01",1.43,3.99,445,"1996-07-18 2025-08-01",0,0,445,"1996-07-18 2025-08-01",0,0,247,"1996-07-18 2019-07-24",,,,
2026-07-24,12.31,2.82,450,"1996-07-17 2025-07-31",85.26,8.93,450,"1996-07-17 2025-07-31",24.76,4.16,450,"1996-07-17 2025-07-31",28.24,8.73,450,"1996-07-17 2025-07-31",6.56,3.53,450,"1996-07-17 2025-07-31",39.08,13.73,450,"1996-07-17 2025-07-31",11.02,2.62,450,"1996-07-17 2025-07-31",2.41,3.15,450,"1996-07-17 2025-07-31",1.57,4.23,450,"1996-07-17 2025-07-31",1.54,4.21,444,"1996-07-17 2025-07-31",0,0,444,"1996-07-17 2025-07-31",0,0,248,"1996-07-17 2019-07-24",,,,
2026-07-23,12.34,2.75,450,"1996-07-16 2025-07-30",85.46,8.99,450,"1996-07-16 2025-07-30",24.66,4.18,450,"1996-07-16 2025-07-30",28.19,8.73,450,"1996-07-16 2025-07-30",6.62,3.49,450,"1996-07-16 2025-07-30",39.47,13.89,450,"1996-07-16 2025-07-30",11.02,2.66,450,"1996-07-16 2025-07-30",2.53,3.16,450,"1996-07-16 2025-07-30",1.62,4.3,450,"1996-07-16 2025-07-30",1.6,4.29,442,"1996-07-16 2025-07-30",0,0,442,"1996-07-16 2025-07-30",0,0,249,"1996-07-16 2019-07-24",,,,
2026-07-22,12.29,2.78,450,"1996-07-15 2025-07-29",85.45,9.19,450,"1996-07-15 2025-07-29",24.48,4.28,450,"1996-07-15 2025-07-29",27.88,8.58,450,"1996-07-15 2025-07-29",6.59,3.46,450,"1996-07-15 2025-07-29",39.92,14.23,450,"1996-07-15 2025-07-29",10.97,2.67,450,"1996-07-15 2025-07-29",2.52,3.14,450,"1996-07-15 2025-07-29",1.75,4.64,450,"1996-07-15 2025-07-29",1.73,4.64,442,"1996-07-15 2025-07-29",0,0,442,"1996-07-15 2025-07-29",0,0,250,"1996-07-15 2019-07-24",,,,
2026-07-21,12.24,2.78,450,"1996-07-14 2025-07-28",85.51,9.19,450,"1996-07-14 2025-07-28",24.32,4.29,450,"1996-07-14 2025-07-28",27.95,8.44,450,"1996-07-14 2025-07-28",6.57,3.42,450,"1996-07-14 2025-07-28",40.25,14.49,450,"1996-07-14 2025-07-28",10.93,2.67,450,"1996-07-14 2025-07-28",2.55,3.19,450,"1996-07-14 2025-07-28",1.9,5.1,450,"1996-07-14 2025-07-28",1.91,5.13,443,"1996-07-14 2025-07-28",0,0,443,"1996-07-14 2025-07-28",0,0,251,"1996-07-14 2019-07-24",,,,
2026-07-20,12.28,2.77,450,"1996-07-13 2025-07-27",85.7,8.99,450,"1996-07-13 2025-07-27",24.28,4.33,450,"1996-07-13 2025-07-27",28.36,8.67,450,"1996-07-13 2025-07-27",6.55,3.42,450,"1996-07-13 2025-07-27",40.3,14.37,450,"1996-07-13 2025-07-27",10.94,2.67,450,"1996-07-13 2025-07-27",2.63,3.16,450,"1996-07-13 2025-07-27",2.01,5.13,450,"1996-07-13 2025-07-27",2.03,5.17,443,"1996-07-13 2025-07-27",0,0,443,"1996-07-13 2025-07-27",0,0,251,"1996-07-13 2019-07-24",,,,
2026-07-19,12.34,2.78,450,"1996-07-12 2025-07-26",85.59,9.09,450,"1996-07-12 2025-07-26",24.31,4.26,450,"1996-07-12 2025-07-26",28.44,8.66,450,"1996-07-12 2025-07-26",6.52,3.43,450,"1996-07-12 2025-07-26",40.28,14.28,450,"1996-07-12 2025-07-26",11,2.67,450,"1996-07-12 2025-07-26",2.66,3.17,450,"1996-07-12 2025-07-26",1.99,5.12,450,"1996-07-12 2025-07-26",2.01,5.16,443,"1996-07-12 2025-07-26",0,0,443,"1996-07-12 2025-07-26",0,0,252,"1996-07-12 2019-07-24",,,,
2026-07-18,12.39,2.79,450,"1996-07-11 2025-07-25",85.52,9.02,450,"1996-07-11 2025-07-25",24.29,4.27,450,"1996-07-11 2025-07-25",28.4,8.53,450,"1996-07-11 2025-07-25",6.46,3.45,450,"1996-07-11 2025-07-25",40.33,14.32,450,"1996-07-11 2025-07-25",11.03,2.69,450,"1996-07-11 2025-07-25",2.68,3.15,450,"1996-07-11 2025-07-25",2.1,5.5,450,"1996-07-11 2025-07-25",2.12,5.54,443,"1996-07-11 2025-07-25",0,0,443,"1996-07-11 2025-07-25",0,0,253,"1996-07-11 2019-07-24",,,,
2026-07-17,12.46,2.77,450,"1996-07-10 2025-07-24",85.56,8.84,450,"1996-07-10 2025-07-24",24.32,4.28,450,"1996-07-10 2025-07-24",28.34,8.41,450,"1996-07-10 2025-07-24",6.47,3.43,450,"1996-07-10 2025-07-24",40.3,14.3,450,"1996-07-10 2025-07-24",11,2.73,450,"1996-07-10 2025-07-24",2.62,3.02,450,"1996-07-10 2025-07-24",2.1,5.49,450,"1996-07-10 2025-07-24",2.12,5.53,443,"1996-07-10 2025-07-24",0,0,443,"1996-07-10 2025-07-24",0,0,255,"1996-07-10 2019-07-24",,,,
2026-07-16,12.47,2.78,450,"1996-07-09 2025-07-23",85.5,8.92,450,"1996-07-09 2025-07-23",24.35,4.24,450,"1996-07-09 2025-07-23",28.46,8.43,450,"1996-07-09 2025-07-23",6.52,3.39,450,"1996-07-09 2025-07-23",40.28,13.98,450,"1996-07-09 2025-07-23",11.01,2.71,450,"1996-07-09 2025-07-23",2.58,2.98,450,"1996-07-09 2025-07-23",2.08,5.57,450,"1996-07-09 2025-07-23",2.1,5.61,443,"1996-07-09 2025-07-23",0,0,443,"1996-07-09 2025-07-23",0,0,256,"1996-07-09 2019-07-23",,,,
2026-07-15,12.45,2.8,450,"1996-07-08 2025-07-22",85.28,9.16,450,"1996-07-08 2025-07-22",24.22,4.26,450,"1996-07-08 2025-07-22",28.29,8.55,450,"1996-07-08 2025-07-22",6.52,3.34,450,"1996-07-08 2025-07-22",40.67,14.08,450,"1996-07-08 2025-07-22",10.98,2.7,450,"1996-07-08 2025-07-22",2.57,3.03,450,"1996-07-08 2025-07-22",2.16,5.58,450,"1996-07-08 2025-07-22",2.18,5.62,442,"1996-07-08 2025-07-22",0,0,442,"1996-07-08 2025-07-22",0,0,257,"1996-07-08 2019-07-22",,,,
2026-07-14,12.45,2.77,450,"1996-07-07 2025-07-21",85.48,9.05,450,"1996-07-07 2025-07-21",24.13,4.18,450,"1996-07-07 2025-07-21",28.37,8.47,450,"1996-07-07 2025-07-21",6.48,3.31,450,"1996-07-07 2025-07-21",40.76,13.98,450,"1996-07-07 2025-07-21",10.91,2.71,450,"1996-07-07 2025-07-21",2.53,2.91,450,"1996-07-07 2025-07-21",2.22,5.63,450,"1996-07-07 2025-07-21",2.24,5.67,442,"1996-07-07 2025-07-21",0,0,442,"1996-07-07 2025-07-21",0,0,258,"1996-07-07 2019-07-21",,,,
2026-07-13,12.43,2.8,450,"1996-07-06 2025-07-20",85.5,9.02,450,"1996-07-06 2025-07-20",23.98,4.18,450,"1996-07-06 2025-07-20",28.38,8.52,450,"1996-07-06 2025-07-20",6.41,3.36,450,"1996-07-06 2025-07-20",41.23,14.18,450,"1996-07-06 2025-07-20",10.86,2.79,450,"1996-07-06 2025-07-20",2.5,2.89,450,"1996-07-06 2025-07-20",2.38,5.82,450,"1996-07-06 2025-07-20",2.41,5.87,441,"1996-07-06 2025-07-20",0,0,441,"1996-07-06 2025-07-20",0,0,259,"1996-07-06 2019-07-20",,,,
2026-07-12,12.35,2.87,450,"1996-07-05 2025-07-19",85.6,9,450,"1996-07-05 2025-07-19",23.8,4.22,450,"1996-07-05 2025-07-19",28.26,8.41,450,"1996-07-05 2025-07-19",6.32,3.35,450,"1996-07-05 2025-07-19",41.56,14.08,450,"1996-07-05 2025-07-19",10.76,2.82,450,"1996-07-05 2025-07-19",2.52,2.92,450,"1996-07-05 2025-07-19",2.53,6,450,"1996-07-05 2025-07-19",2.57,6.05,441,"1996-07-05 2025-07-18",0,0,441,"1996-07-05 2025-07-18",0,0,260,"1996-07-05 2019-07-19",,,,
2026-07-11,12.27,2.87,450,"1996-07-04 2025-07-18",85.46,9.14,450,"1996-07-04 2025-07-18",23.61,4.34,450,"1996-07-04 2025-07-18",28.32,8.33,450,"1996-07-04 2025-07-18",6.24,3.39,450,"1996-07-04 2025-07-18",41.97,14.49,450,"1996-07-04 2025-07-18",10.69,2.8,450,"1996-07-04 2025-07-18",2.57,2.93,450,"1996-07-04 2025-07-18",2.79,6.4,450,"1996-07-04 2025-07-18",2.83,6.44,443,"1996-07-04 2025-07-18",0,0,443,"1996-07-04 2025-07-18",0,0,261,"1996-07-04 2019-07-18",,,,
2026-07-10,12.14,2.88,450,"1996-07-03 2025-07-17",85.17,9.42,450,"1996-07-03 2025-07-17",23.49,4.38,450,"1996-07-03 2025-07-17",28.54,8.52,450,"1996-07-03 2025-07-17",6.1,3.48,450,"1996-07-03 2025-07-17",42.02,14.65,450,"1996-07-03 2025-07-17",10.61,2.8,450,"1996-07-03 2025-07-17",2.64,3.01,450,"1996-07-03 2025-07-17",2.75,6.36,450,"1996-07-03 2025-07-17",2.78,6.39,444,"1996-07-03 2025-07-17",0,0,444,"1996-07-03 2025-07-17",0,0,262,"1996-07-03 2019-07-17",,,,
2026-07-09,12.03,3,450,"1996-07-02 2025-07-16",85.16,9.51,450,"1996-07-02 2025-07-16",23.38,4.4,450,"1996-07-02 2025-07-16",28.46,8.35,450,"1996-07-02 2025-07-16",5.98,3.54,450,"1996-07-02 2025-07-16",41.8,14.58,450,"1996-07-02 2025-07-16",10.55,2.82,450,"1996-07-02 2025-07-16",2.6,3.01,450,"1996-07-02 2025-07-16",2.76,6.42,450,"1996-07-02 2025-07-16",2.79,6.45,445,"1996-07-02 2025-07-15",0,0,445,"1996-07-02 2025-07-15",0,0,263,"1996-07-02 2019-07-16",,,,
2026-07-08,11.94,3.06,450,"1996-07-01 2025-07-15",85.04,9.67,450,"1996-07-01 2025-07-15",23.35,4.35,450,"1996-07-01 2025-07-15",28.65,8.44,450,"1996-07-01 2025-07-15",5.85,3.62,450,"1996-07-01 2025-07-15",41.52,14.57,450,"1996-07-01 2025-07-15",10.5,2.8,450,"1996-07-01 2025-07-15",2.53,3.02,450,"1996-07-01 2025-07-15",2.76,6.41,450,"1996-07-01 2025-07-15",2.78,6.42,447,"1996-07-01 2025-07-15",0,0,447,"1996-07-01 2025-07-15",0,0,263,"1996-07-01 2019-07-15",,,,
2026-07-07,11.9,3.07,450,"1996-06-30 2025-07-14",84.92,9.68,450,"1996-06-30 2025-07-14",23.29,4.3,450,"1996-06-30 2025-07-14",28.66,8.44,450,"1996-06-30 2025-07-14",5.81,3.7,450,"1996-06-30 2025-07-14",41.49,14.57,450,"1996-06-30 2025-07-14",10.51,2.81,450,"1996-06-30 2025-07-14",2.61,3.09,450,"1996-06-30 2025-07-14",2.7,6.23,450,"1996-06-30 2025-07-14",2.72,6.25,447,"1996-06-30 2025-07-14",0,0,447,"1996-06-30 2025-07-14",0,0,264,"1996-06-30 2019-07-14",,,,
2026-07-06,11.87,3.1,450,"1996-06-29 2025-07-13",84.9,9.71,450,"1996-06-29 2025-07-13",23.24,4.35,450,"1996-06-29 2025-07-13",28.64,8.42,450,"1996-06-29 2025-07-13",5.78,3.7,450,"1996-06-29 2025-07-13",41.6,14.51,450,"1996-06-29 2025-07-13",10.52,2.83,450,"1996-06-29 2025-07-13",2.59,3.04,450,"1996-06-29 2025-07-13",2.62,5.89,450,"1996-06-29 2025-07-13",2.63,5.9,448,"1996-06-29 2025-07-13",0,0,448,"1996-06-29 2025-07-13",0,0,265,"1996-06-29 2019-07-12",,,,
2026-07-05,11.79,3.12,450,"1996-06-28 2025-07-12",84.72,10.01,450,"1996-06-28 2025-07-12",23.12,4.34,450,"1996-06-28 2025-07-12",28.51,8.17,450,"1996-06-28 2025-07-12",5.72,3.7,450,"1996-06-28 2025-07-12",41.74,14.74,450,"1996-06-28 2025-07-12",10.44,2.87,450,"1996-06-28 2025-07-12",2.61,3.17,450,"1996-06-28 2025-07-12",2.58,5.94,450,"1996-06-28 2025-07-12",2.6,5.95,448,"1996-06-28 2025-07-12",0,0,448,"1996-06-28 2025-07-12",0,0,266,"1996-06-28 2019-07-12",,,,
2026-07-04,11.62,3.17,450,"1996-06-27 2025-07-11",84.67,10.14,450,"1996-06-27 2025-07-11",22.91,4.38,450,"1996-06-27 2025-07-11",28.58,8.18,450,"1996-06-27 2025-07-11",5.62,3.74,450,"1996-06-27 2025-07-11",42.02,14.95,450,"1996-06-27 2025-07-11",10.29,2.9,450,"1996-06-27 2025-07-11",2.67,3.25,450,"1996-06-27 2025-07-11",2.68,6.05,450,"1996-06-27 2025-07-11",2.69,6.06,447,"1996-06-27 2025-07-11",0,0,447,"1996-06-27 2025-07-11",0,0,267,"1996-06-27 2019-07-10",,,,
2026-07-03,11.42,3.21,450,"1996-06-26 2025-07-10",84.44,10.43,450,"1996-06-26 2025-07-10",22.79,4.49,450,"1996-06-26 2025-07-10",28.77,8.35,450,"1996-06-26 2025-07-10",5.48,3.75,450,"1996-06-26 2025-07-10",41.83,15.12,450,"1996-06-26 2025-07-10",10.19,2.89,450,"1996-06-26 2025-07-10",2.74,3.33,450,"1996-06-26 2025-07-10",2.54,5.7,450,"1996-06-26 2025-07-10",2.56,5.72,447,"1996-06-26 2025-07-10",0,0,447,"1996-06-26 2025-07-10",0,0,268,"1996-06-26 2019-07-10",,,,
2026-07-02,11.26,3.21,450,"1996-06-25 2025-07-09",84.42,10.46,450,"1996-06-25 2025-07-09",22.62,4.47,450,"1996-06-25 2025-07-09",28.96,8.5,450,"1996-06-25 2025-07-09",5.33,3.77,450,"1996-06-25 2025-07-09",41.9,15.22,450,"1996-06-25 2025-07-09",10.06,2.88,450,"1996-06-25 2025-07-09",2.82,3.35,450,"1996-06-25 2025-07-09",2.61,5.9,450,"1996-06-25 2025-07-09",2.63,5.92,447,"1996-06-25 2025-07-09",0,0,447,"1996-06-25 2025-07-09",0,0,268,"1996-06-25 2019-07-09",,,,
2026-07-01,11.05,3.21,450,"1996-06-24 2025-07-08",84.56,10.48,450,"1996-06-24 2025-07-08",22.28,4.45,450,"1996-06-24 2025-07-08",28.72,8.38,450,"1996-06-24 2025-07-08",5.16,3.76,450,"1996-06-24 2025-07-08",42.38,15.39,450,"1996-06-24 2025-07-08",9.83,2.89,450,"1996-06-24 2025-07-08",2.79,3.36,450,"1996-06-24 2025-07-08",2.76,6.01,450,"1996-06-24 2025-07-08",2.78,6.03,447,"1996-06-24 2025-07-08",0,0,447,"1996-06-24 2025-07-08",0,0,268,"1996-06-24 2019-07-08",,,,
2026-06-30,10.88,3.18,450,"1996-06-23 2025-07-07",84.72,10.35,450,"1996-06-23 2025-07-07",22.05,4.42,450,"1996-06-23 2025-07-07",28.78,8.17,450,"1996-06-23 2025-07-07",5.01,3.76,450,"1996-06-23 2025-07-07",42.35,15.21,450,"1996-06-23 2025-07-07",9.68,2.89,450,"1996-06-23 2025-07-07",2.81,3.31,450,"1996-06-23 2025-07-07",2.75,6.06,450,"1996-06-23 2025-07-07",2.77,6.07,448,"1996-06-23 2025-07-07",0,0,448,"1996-06-23 2025-07-07",0,0,268,"1996-06-23 2019-07-07",,,,
2026-06-29,10.69,3.22,450,"1996-06-22 2025-07-06",84.57,10.43,450,"1996-06-22 2025-07-06",21.92,4.48,450,"1996-06-22 2025-07-06",28.72,8.18,450,"1996-06-22 2025-07-06",4.82,3.75,450,"1996-06-22 2025-07-06",42.06,15.25,450,"1996-06-22 2025-07-06",9.56,2.92,450,"1996-06-22 2025-07-06",2.75,3.32,450,"1996-06-22 2025-07-06",2.68,5.97,450,"1996-06-22 2025-07-06",2.69,5.98,448,"1996-06-22 2025-07-06",0,0,448,"1996-06-22 2025-07-06",0,0,267,"1996-06-22 2019-07-06",,,,
2026-06-28,10.53,3.19,450,"1996-06-21 2025-07-05",84.64,10.42,450,"1996-06-21 2025-07-05",21.78,4.55,450,"1996-06-21 2025-07-05",28.79,8.18,450,"1996-06-21 2025-07-05",4.71,3.71,450,"1996-06-21 2025-07-05",41.78,15.24,450,"1996-06-21 2025-07-05",9.43,2.87,450,"1996-06-21 2025-07-05",2.78,3.4,450,"1996-06-21 2025-07-05",2.97,6.86,450,"1996-06-21 2025-07-05",2.98,6.86,449,"1996-06-21 2025-07-05",0,0,449,"1996-06-21 2025-07-05",0,0,266,"1996-06-21 2019-07-05",,,,
2026-06-27,10.41,3.16,450,"1996-06-20 2025-07-04",84.68,10.42,450,"1996-06-20 2025-07-04",21.65,4.61,450,"1996-06-20 2025-07-04",28.76,8.2,450,"1996-06-20 2025-07-04",4.61,3.67,450,"1996-06-20 2025-07-04",41.7,15.4,450,"1996-06-20 2025-07-04",9.32,2.88,450,"1996-06-20 2025-07-04",2.78,3.49,450,"1996-06-20 2025-07-04",3.09,7.2,450,"1996-06-20 2025-07-04",3.1,7.21,449,"1996-06-20 2025-07-04",0,0,449,"1996-06-20 2025-07-04",0,0,265,"1996-06-20 2019-07-04",,,,
2026-06-26,10.25,3.16,450,"1996-06-19 2025-07-03",84.84,10.36,450,"1996-06-19 2025-07-03",21.51,4.52,450,"1996-06-19 2025-07-03",28.74,8.23,450,"1996-06-19 2025-07-03",4.45,3.68,450,"1996-06-19 2025-07-03",41.41,15.18,450,"1996-06-19 2025-07-03",9.16,2.91,450,"1996-06-19 2025-07-03",2.81,3.52,450,"1996-06-19 2025-07-03",2.86,6.78,450,"1996-06-19 2025-07-03",2.87,6.78,449,"1996-06-19 2025-07-03",0,0,449,"1996-06-19 2025-07-03",0,0,264,"1996-06-19 2019-07-03",,,,
2026-06-25,10.12,3.14,450,"1996-06-18 2025-07-02",85.15,10.17,450,"1996-06-18 2025-07-02",21.24,4.57,450,"1996-06-18 2025-07-02",28.54,8.19,450,"1996-06-18 2025-07-02",4.37,3.62,450,"1996-06-18 2025-07-02",41.7,15.31,450,"1996-06-18 2025-07-02",9.01,2.9,450,"1996-06-18 2025-07-02",2.79,3.55,450,"1996-06-18 2025-07-02",3.14,7.07,450,"1996-06-18 2025-07-02",3.15,7.08,449,"1996-06-18 2025-07-02",0,0,449,"1996-06-18 2025-07-02",0,0,263,"1996-06-18 2019-07-02",,,,
2026-06-24,9.96,3.07,450,"1996-06-17 2025-07-01",85.1,10.32,450,"1996-06-17 2025-07-01",21.04,4.57,450,"1996-06-17 2025-07-01",28.73,8.22,450,"1996-06-17 2025-07-01",4.24,3.57,450,"1996-06-17 2025-07-01",41.9,15.6,450,"1996-06-17 2025-07-01",8.86,2.88,450,"1996-06-17 2025-07-01",2.82,3.56,450,"1996-06-17 2025-07-01",3.2,7.06,450,"1996-06-17 2025-07-01",3.21,7.07,449,"1996-06-17 2025-07-01",0,0,449,"1996-06-17 2025-07-01",0,0,262,"1996-06-17 2019-06-30",,,,
